fold_id,threshold,validation_f1,test_f1,test_precision,test_recall,test_fpr,selected_on_validation
5,0.8,0.0,0.0,0.0,0.0,0.0,False
5,0.9,0.0,0.0,0.0,0.0,0.0,False
6,0.1,0.40609137055837563,0.6153846153846154,0.4444444444444444,1.0,1.0,False
6,0.15,0.43956043956043955,0.6153846153846154,0.4444444444444444,1.0,1.0,False
6,0.2,0.4584527220630373,0.6153846153846154,0.4444444444444444,1.0,1.0,True
6,0.25,0.4339622641509434,0.0,0.0,0.0,0.2,False
6,0.3,0.39603960396039606,0.0,0.0,0.0,0.0,False
6,0.35,0.39603960396039606,0.0,0.0,0.0,0.0,False
6,0.38,0.3838383838383838,0.0,0.0,0.0,0.0,False
6,0.4,0.3838383838383838,0.0,0.0,0.0,0.0,False
6,0.45,0.3333333333333333,0.0,0.0,0.0,0.0,False
6,0.5,0.2978723404255319,0.0,0.0,0.0,0.0,False
6,0.6,0.11764705882352941,0.0,0.0,0.0,0.0,False
6,0.7,0.0,0.0,0.0,0.0,0.0,False
6,0.8,0.0,0.0,0.0,0.0,0.0,False
6,0.9,0.0,0.0,0.0,0.0,0.0,False
7,0.1,0.40609137055837563,0.5454545454545454,0.375,1.0,1.0,False
7,0.15,0.40609137055837563,0.5454545454545454,0.375,1.0,1.0,False
7,0.2,0.40609137055837563,0.5454545454545454,0.375,1.0,1.0,False
7,0.25,0.6802721088435374,0.75,0.6,1.0,0.4,True
7,0.3,0.4672897196261682,0.0,0.0,0.0,0.0,False
7,0.35,0.3838383838383838,0.0,0.0,0.0,0.0,False
7,0.38,0.35051546391752575,0.0,0.0,0.0,0.0,False
7,0.4,0.35051546391752575,0.0,0.0,0.0,0.0,False
7,0.45,0.3157894736842105,0.0,0.0,0.0,0.0,False
7,0.5,0.2222222222222222,0.0,0.0,0.0,0.0,False
7,0.6,0.0,0.0,0.0,0.0,0.0,False
7,0.7,0.0,0.0,0.0,0.0,0.0,False
7,0.8,0.0,0.0,0.0,0.0,0.0,False
7,0.9,0.0,0.0,0.0,0.0,0.0,False
8,0.1,0.42,0.6666666666666666,0.5,1.0,1.0,False
8,0.15,0.42,0.6666666666666666,0.5,1.0,1.0,False
8,0.2,0.42,0.6666666666666666,0.5,1.0,1.0,False
8,0.25,0.42105263157894735,0.6666666666666666,0.5,1.0,1.0,False
8,0.3,0.5669291338582677,0.0,0.0,0.0,1.0,True
8,0.35,0.49557522123893805,0.0,0.0,0.0,0.0,False
8,0.38,0.38095238095238093,0.0,0.0,0.0,0.0,False
8,0.4,0.2828282828282828,0.0,0.0,0.0,0.0,False
8,0.45,0.06818181818181818,0.0,0.0,0.0,0.0,False
8,0.5,0.0,0.0,0.0,0.0,0.0,False
8,0.6,0.0,0.0,0.0,0.0,0.0,False
8,0.7,0.0,0.0,0.0,0.0,0.0,False
8,0.8,0.0,0.0,0.0,0.0,0.0,False
8,0.9,0.0,0.0,0.0,0.0,0.0,False
9,0.1,0.4090909090909091,0.6666666666666666,0.5,1.0,1.0,False
9,0.15,0.41012658227848103,0.6666666666666666,0.5,1.0,1.0,False
9,0.2,0.44141689373297005,0.6666666666666666,0.5,1.0,1.0,False
9,0.25,0.4827586206896552,0.0,0.0,0.0,1.0,False
9,0.3,0.49635036496350365,0.0,0.0,0.0,1.0,False
9,0.35,0.5565217391304348,0.0,0.0,0.0,1.0,True
9,0.38,0.543859649122807,0.0,0.0,0.0,1.0,False
9,0.4,0.543859649122807,0.0,0.0,0.0,1.0,False
9,0.45,0.5405405405405406,0.0,0.0,0.0,0.0,False
9,0.5,0.38,0.0,0.0,0.0,0.0,False
9,0.6,0.36363636363636365,0.0,0.0,0.0,0.0,False
9,0.7,0.07142857142857142,0.0,0.0,0.0,0.0,False
9,0.8,0.07142857142857142,0.0,0.0,0.0,0.0,False
9,0.9,0.0,0.0,0.0,0.0,0.0,False
10,0.1,0.6704119850187266,0.15384615384615385,0.08333333333333333,1.0,1.0,True
10,0.15,0.6704119850187266,0.15384615384615385,0.08333333333333333,1.0,1.0,False
10,0.2,0.6704119850187266,0.15384615384615385,0.08333333333333333,1.0,1.0,False
10,0.25,0.6704119850187266,0.15384615384615385,0.08333333333333333,1.0,1.0,False
10,0.3,0.6303030303030303,0.3333333333333333,0.2,1.0,0.36363636363636365,False
10,0.35,0.25120772946859904,1.0,1.0,1.0,0.0,False
10,0.38,0.011111111111111112,1.0,1.0,1.0,0.0,False
10,0.4,0.011111111111111112,1.0,1.0,1.0,0.0,False
10,0.45,0.0,0.0,0.0,0.0,0.0,False
10,0.5,0.0,0.0,0.0,0.0,0.0,False
10,0.6,0.0,0.0,0.0,0.0,0.0,False
10,0.7,0.0,0.0,0.0,0.0,0.0,False
10,0.8,0.0,0.0,0.0,0.0,0.0,False
10,0.9,0.0,0.0,0.0,0.0,0.0,False
11,0.1,0.6716697936210131,0.6153846153846154,0.4444444444444444,1.0,1.0,True
11,0.15,0.6716697936210131,0.6153846153846154,0.4444444444444444,1.0,1.0,False
11,0.2,0.6716697936210131,0.6153846153846154,0.4444444444444444,1.0,1.0,False
11,0.25,0.037037037037037035,1.0,1.0,1.0,0.0,False
11,0.3,0.0,1.0,1.0,1.0,0.0,False
11,0.35,0.0,1.0,1.0,1.0,0.0,False
11,0.38,0.0,1.0,1.0,1.0,0.0,False
11,0.4,0.0,1.0,1.0,1.0,0.0,False
11,0.45,0.0,0.0,0.0,0.0,0.0,False
11,0.5,0.0,0.0,0.0,0.0,0.0,False
11,0.6,0.0,0.0,0.0,0.0,0.0,False
11,0.7,0.0,0.0,0.0,0.0,0.0,False
11,0.8,0.0,0.0,0.0,0.0,0.0,False
11,0.9,0.0,0.0,0.0,0.0,0.0,False
12,0.1,0.6754716981132075,0.6666666666666666,0.5,1.0,1.0,True
12,0.15,0.6754716981132075,0.6666666666666666,0.5,1.0,1.0,False
12,0.2,0.6754716981132075,0.6666666666666666,0.5,1.0,1.0,False
12,0.25,0.6754716981132075,0.6666666666666666,0.5,1.0,1.0,False
12,0.3,0.011049723756906077,1.0,1.0,1.0,0.0,False
12,0.35,0.0,0.9473684210526315,1.0,0.9,0.0,False
12,0.38,0.0,0.8888888888888888,1.0,0.8,0.0,False
12,0.4,0.0,0.8235294117647058,1.0,0.7,0.0,False
12,0.45,0.0,0.0,0.0,0.0,0.0,False
12,0.5,0.0,0.0,0.0,0.0,0.0,False
12,0.6,0.0,0.0,0.0,0.0,0.0,False
12,0.7,0.0,0.0,0.0,0.0,0.0,False
12,0.8,0.0,0.0,0.0,0.0,0.0,False
12,0.9,0.0,0.0,0.0,0.0,0.0,False
13,0.1,0.6741996233521658,0.2857142857142857,0.16666666666666666,1.0,1.0,True
13,0.15,0.6741996233521658,0.2857142857142857,0.16666666666666666,1.0,1.0,False
13,0.2,0.6741996233521658,0.2857142857142857,0.16666666666666666,1.0,1.0,False
13,0.25,0.6741996233521658,0.2857142857142857,0.16666666666666666,1.0,1.0,False
13,0.3,0.6741996233521658,0.2857142857142857,0.16666666666666666,1.0,1.0,False
13,0.35,0.6741996233521658,0.2857142857142857,0.16666666666666666,1.0,1.0,False
13,0.38,0.6741996233521658,0.2857142857142857,0.16666666666666666,1.0,1.0,False
13,0.4,0.6741996233521658,0.2857142857142857,0.16666666666666666,1.0,1.0,False
13,0.45,0.6741996233521658,0.2857142857142857,0.16666666666666666,1.0,1.0,False
13,0.5,0.0,0.0,0.0,0.0,0.0,False
13,0.6,0.0,0.0,0.0,0.0,0.0,False
13,0.7,0.0,0.0,0.0,0.0,0.0,False
13,0.8,0.0,0.0,0.0,0.0,0.0,False
13,0.9,0.0,0.0,0.0,0.0,0.0,False
14,0.1,0.678030303030303,0.6666666666666666,0.5,1.0,1.0,True
14,0.15,0.678030303030303,0.6666666666666666,0.5,1.0,1.0,False
14,0.2,0.678030303030303,0.6666666666666666,0.5,1.0,1.0,False
14,0.25,0.678030303030303,0.6666666666666666,0.5,1.0,1.0,False
14,0.3,0.0425531914893617,1.0,1.0,1.0,0.0,False
14,0.35,0.011049723756906077,0.0,0.0,0.0,0.0,False
14,0.38,0.0,0.0,0.0,0.0,0.0,False
14,0.4,0.0,0.0,0.0,0.0,0.0,False
14,0.45,0.0,0.0,0.0,0.0,0.0,False
14,0.5,0.0,0.0,0.0,0.0,0.0,False
14,0.6,0.0,0.0,0.0,0.0,0.0,False
14,0.7,0.0,0.0,0.0,0.0,0.0,False
14,0.8,0.0,0.0,0.0,0.0,0.0,False
14,0.9,0.0,0.0,0.0,0.0,0.0,False
15,0.1,0.6819047619047619,0.6666666666666666,0.5,1.0,1.0,False
15,0.15,0.683206106870229,0.6666666666666666,0.5,1.0,1.0,False
15,0.2,0.6951456310679611,0.6666666666666666,0.5,1.0,1.0,False
15,0.25,0.7413793103448276,0.8,0.6666666666666666,1.0,0.5,True
15,0.3,0.6590257879656161,0.96,0.9230769230769231,1.0,0.08333333333333333,False
15,0.35,0.38345864661654133,1.0,1.0,1.0,0.0,False
15,0.38,0.2764227642276423,1.0,1.0,1.0,0.0,False
15,0.4,0.21940928270042195,1.0,1.0,1.0,0.0,False
15,0.45,0.16143497757847533,1.0,1.0,1.0,0.0,False
15,0.5,0.03940886699507389,1.0,1.0,1.0,0.0,False
15,0.6,0.0,1.0,1.0,1.0,0.0,False
15,0.7,0.0,1.0,1.0,1.0,0.0,False
15,0.8,0.0,0.0,0.0,0.0,0.0,False
15,0.9,0.0,0.0,0.0,0.0,0.0,False
16,0.1,0.69921875,0.6666666666666666,0.5,1.0,1.0,False
16,0.15,0.69921875,0.6666666666666666,0.5,1.0,1.0,False
16,0.2,0.69921875,0.6666666666666666,0.5,1.0,1.0,False
16,0.25,0.7019607843137254,0.6666666666666666,0.5,1.0,1.0,True
16,0.3,0.2537313432835821,0.6947368421052632,0.532258064516129,1.0,0.8787878787878788,False
16,0.35,0.009569377990430622,0.6947368421052632,0.532258064516129,1.0,0.8787878787878788,False
16,0.38,0.0,0.7021276595744681,0.5409836065573771,1.0,0.8484848484848485,False
16,0.4,0.0,0.717391304347826,0.559322033898305,1.0,0.7878787878787878,False
16,0.45,0.0,1.0,1.0,1.0,0.0,False
16,0.5,0.0,1.0,1.0,1.0,0.0,False
16,0.6,0.0,0.0,0.0,0.0,0.0,False
16,0.7,0.0,0.0,0.0,0.0,0.0,False
16,0.8,0.0,0.0,0.0,0.0,0.0,False
16,0.9,0.0,0.0,0.0,0.0,0.0,False
17,0.1,0.6716697936210131,0.6666666666666666,0.5,1.0,1.0,True
17,0.15,0.6716697936210131,0.6666666666666666,0.5,1.0,1.0,False
17,0.2,0.6716697936210131,0.6666666666666666,0.5,1.0,1.0,False
17,0.25,0.6716697936210131,0.6666666666666666,0.5,1.0,1.0,False
17,0.3,0.08144796380090498,0.6666666666666666,0.5,1.0,1.0,False
17,0.35,0.009523809523809525,0.75,0.6,1.0,0.6666666666666666,False
17,0.38,0.0,0.75,0.6,1.0,0.6666666666666666,False
17,0.4,0.0,0.9230769230769231,0.8571428571428571,1.0,0.16666666666666666,False
17,0.45,0.0,1.0,1.0,1.0,0.0,False
17,0.5,0.0,1.0,1.0,1.0,0.0,False
17,0.6,0.0,0.0,0.0,0.0,0.0,False
17,0.7,0.0,0.0,0.0,0.0,0.0,False
17,0.8,0.0,0.0,0.0,0.0,0.0,False
17,0.9,0.0,0.0,0.0,0.0,0.0,False
18,0.1,0.6704119850187266,0.6666666666666666,0.5,1.0,1.0,True
18,0.15,0.6704119850187266,0.6666666666666666,0.5,1.0,1.0,False
18,0.2,0.6704119850187266,0.6666666666666666,0.5,1.0,1.0,False
18,0.25,0.6704119850187266,0.6666666666666666,0.5,1.0,1.0,False
18,0.3,0.6704119850187266,0.6666666666666666,0.5,1.0,1.0,False
18,0.35,0.0,1.0,1.0,1.0,0.0,False
18,0.38,0.0,0.0,0.0,0.0,0.0,False
18,0.4,0.0,0.0,0.0,0.0,0.0,False
18,0.45,0.0,0.0,0.0,0.0,0.0,False
18,0.5,0.0,0.0,0.0,0.0,0.0,False
18,0.6,0.0,0.0,0.0,0.0,0.0,False
18,0.7,0.0,0.0,0.0,0.0,0.0,False
18,0.8,0.0,0.0,0.0,0.0,0.0,False
18,0.9,0.0,0.0,0.0,0.0,0.0,False
19,0.1,0.6592797783933518,0.15384615384615385,0.08333333333333333,1.0,1.0,True
19,0.15,0.5759493670886076,0.15384615384615385,0.08333333333333333,1.0,1.0,False
19,0.2,0.5152542372881356,0.15384615384615385,0.08333333333333333,1.0,1.0,False
19,0.25,0.3893129770992366,0.16666666666666666,0.09090909090909091,1.0,0.9090909090909091,False
19,0.3,0.23684210526315788,0.3333333333333333,0.2,1.0,0.36363636363636365,False
19,0.35,0.12745098039215685,0.6666666666666666,0.5,1.0,0.09090909090909091,False
19,0.38,0.10309278350515463,0.6666666666666666,0.5,1.0,0.09090909090909091,False
19,0.4,0.06417112299465241,0.6666666666666666,0.5,1.0,0.09090909090909091,False
19,0.45,0.05434782608695652,0.0,0.0,0.0,0.0,False
19,0.5,0.022099447513812154,0.0,0.0,0.0,0.0,False
19,0.6,0.0,0.0,0.0,0.0,0.0,False
19,0.7,0.0,0.0,0.0,0.0,0.0,False
19,0.8,0.0,0.0,0.0,0.0,0.0,False
19,0.9,0.0,0.0,0.0,0.0,0.0,False
20,0.1,0.6,0.2857142857142857,0.16666666666666666,1.0,1.0,True
20,0.15,0.5610561056105611,0.2857142857142857,0.16666666666666666,1.0,1.0,False
20,0.2,0.48936170212765956,0.2857142857142857,0.16666666666666666,1.0,1.0,False
20,0.25,0.39245283018867927,1.0,1.0,1.0,0.0,False
20,0.3,0.3360655737704918,1.0,1.0,1.0,0.0,False
20,0.35,0.2608695652173913,1.0,1.0,1.0,0.0,False
20,0.38,0.21621621621621623,1.0,1.0,1.0,0.0,False
20,0.4,0.2018348623853211,1.0,1.0,1.0,0.0,False
20,0.45,0.15763546798029557,1.0,1.0,1.0,0.0,False
20,0.5,0.10416666666666667,0.0,0.0,0.0,0.0,False
20,0.6,0.06486486486486487,0.0,0.0,0.0,0.0,False
20,0.7,0.0,0.0,0.0,0.0,0.0,False
20,0.8,0.0,0.0,0.0,0.0,0.0,False
20,0.9,0.0,0.0,0.0,0.0,0.0,False
21,0.1,0.616580310880829,0.2857142857142857,0.16666666666666666,1.0,1.0,True
21,0.15,0.5590062111801242,0.2857142857142857,0.16666666666666666,1.0,1.0,False
21,0.2,0.4965986394557823,0.2857142857142857,0.16666666666666666,1.0,1.0,False
21,0.25,0.4222222222222222,0.2857142857142857,0.16666666666666666,1.0,1.0,False
21,0.3,0.3333333333333333,0.3333333333333333,0.2,1.0,0.8,False
21,0.35,0.27555555555555555,1.0,1.0,1.0,0.0,False
21,0.38,0.18779342723004694,1.0,1.0,1.0,0.0,False
21,0.4,0.1642512077294686,1.0,1.0,1.0,0.0,False
21,0.45,0.05263157894736842,1.0,1.0,1.0,0.0,False
21,0.5,0.011111111111111112,0.0,0.0,0.0,0.0,False
21,0.6,0.0,0.0,0.0,0.0,0.0,False
21,0.7,0.0,0.0,0.0,0.0,0.0,False
21,0.8,0.0,0.0,0.0,0.0,0.0,False
21,0.9,0.0,0.0,0.0,0.0,0.0,False
22,0.1,0.6691588785046729,0.2857142857142857,0.16666666666666666,1.0,1.0,False
22,0.15,0.7839643652561247,0.2857142857142857,0.16666666666666666,1.0,1.0,True
22,0.2,0.6461538461538462,0.2857142857142857,0.16666666666666666,1.0,1.0,False
22,0.25,0.488,0.2857142857142857,0.16666666666666666,1.0,1.0,False
22,0.3,0.36771300448430494,0.2857142857142857,0.16666666666666666,1.0,1.0,False
22,0.35,0.15306122448979592,0.6666666666666666,0.5,1.0,0.2,False
22,0.38,0.09523809523809523,1.0,1.0,1.0,0.0,False
22,0.4,0.06451612903225806,1.0,1.0,1.0,0.0,False
22,0.45,0.011111111111111112,1.0,1.0,1.0,0.0,False
22,0.5,0.0,0.0,0.0,0.0,0.0,False
22,0.6,0.0,0.0,0.0,0.0,0.0,False
22,0.7,0.0,0.0,0.0,0.0,0.0,False
22,0.8,0.0,0.0,0.0,0.0,0.0,False
22,0.9,0.0,0.0,0.0,0.0,0.0,False
23,0.1,0.6691588785046729,0.2857142857142857,0.16666666666666666,1.0,1.0,True
23,0.15,0.622093023255814,0.2857142857142857,0.16666666666666666,1.0,1.0,False
23,0.2,0.4731182795698925,0.2857142857142857,0.16666666666666666,1.0,1.0,False
23,0.25,0.37751004016064255,0.2857142857142857,0.16666666666666666,1.0,1.0,False
23,0.3,0.24324324324324326,0.2857142857142857,0.16666666666666666,1.0,1.0,False
23,0.35,0.1477832512315271,0.2857142857142857,0.16666666666666666,1.0,1.0,False
23,0.38,0.09326424870466321,0.2857142857142857,0.16666666666666666,1.0,1.0,False
23,0.4,0.07329842931937172,0.2857142857142857,0.16666666666666666,1.0,1.0,False
23,0.45,0.02185792349726776,0.3333333333333333,0.2,1.0,0.8,False
23,0.5,0.0,0.0,0.0,0.0,0.0,False
23,0.6,0.0,0.0,0.0,0.0,0.0,False
23,0.7,0.0,0.0,0.0,0.0,0.0,False
23,0.8,0.0,0.0,0.0,0.0,0.0,False
23,0.9,0.0,0.0,0.0,0.0,0.0,False
24,0.1,0.6691588785046729,0.2857142857142857,0.16666666666666666,1.0,1.0,True
24,0.15,0.622093023255814,0.2857142857142857,0.16666666666666666,1.0,1.0,False
24,0.2,0.4731182795698925,0.2857142857142857,0.16666666666666666,1.0,1.0,False
24,0.25,0.37751004016064255,0.2857142857142857,0.16666666666666666,1.0,1.0,False
24,0.3,0.24324324324324326,0.2857142857142857,0.16666666666666666,1.0,1.0,False
24,0.35,0.1477832512315271,0.2857142857142857,0.16666666666666666,1.0,1.0,False
24,0.38,0.09326424870466321,0.2857142857142857,0.16666666666666666,1.0,1.0,False
24,0.4,0.07329842931937172,0.2857142857142857,0.16666666666666666,1.0,1.0,False
24,0.45,0.02185792349726776,0.3333333333333333,0.2,1.0,0.8,False
24,0.5,0.0,1.0,1.0,1.0,0.0,False
24,0.6,0.0,0.0,0.0,0.0,0.0,False
24,0.7,0.0,0.0,0.0,0.0,0.0,False
24,0.8,0.0,0.0,0.0,0.0,0.0,False
24,0.9,0.0,0.0,0.0,0.0,0.0,False
25,0.1,0.6691588785046729,0.2857142857142857,0.16666666666666666,1.0,1.0,True
25,0.15,0.622093023255814,0.2857142857142857,0.16666666666666666,1.0,1.0,False
25,0.2,0.4731182795698925,0.2857142857142857,0.16666666666666666,1.0,1.0,False
25,0.25,0.37751004016064255,0.2857142857142857,0.16666666666666666,1.0,1.0,False
25,0.3,0.24324324324324326,0.2857142857142857,0.16666666666666666,1.0,1.0,False
25,0.35,0.1477832512315271,0.2857142857142857,0.16666666666666666,1.0,1.0,False
25,0.38,0.09326424870466321,0.2857142857142857,0.16666666666666666,1.0,1.0,False
25,0.4,0.07329842931937172,0.2857142857142857,0.16666666666666666,1.0,1.0,False
25,0.45,0.02185792349726776,0.3333333333333333,0.2,1.0,0.8,False
25,0.5,0.0,0.0,0.0,0.0,0.0,False
25,0.6,0.0,0.0,0.0,0.0,0.0,False
25,0.7,0.0,0.0,0.0,0.0,0.0,False
25,0.8,0.0,0.0,0.0,0.0,0.0,False
25,0.9,0.0,0.0,0.0,0.0,0.0,False
26,0.1,0.6691588785046729,0.2857142857142857,0.16666666666666666,1.0,1.0,True
26,0.15,0.622093023255814,0.2857142857142857,0.16666666666666666,1.0,1.0,False
26,0.2,0.4731182795698925,0.2857142857142857,0.16666666666666666,1.0,1.0,False
26,0.25,0.37751004016064255,0.2857142857142857,0.16666666666666666,1.0,1.0,False
26,0.3,0.24324324324324326,0.2857142857142857,0.16666666666666666,1.0,1.0,False
26,0.35,0.1477832512315271,0.2857142857142857,0.16666666666666666,1.0,1.0,False
26,0.38,0.09326424870466321,0.2857142857142857,0.16666666666666666,1.0,1.0,False
26,0.4,0.07329842931937172,0.2857142857142857,0.16666666666666666,1.0,1.0,False
26,0.45,0.02185792349726776,0.3333333333333333,0.2,1.0,0.8,False
26,0.5,0.0,0.0,0.0,0.0,0.0,False
26,0.6,0.0,0.0,0.0,0.0,0.0,False
26,0.7,0.0,0.0,0.0,0.0,0.0,False
26,0.8,0.0,0.0,0.0,0.0,0.0,False
26,0.9,0.0,0.0,0.0,0.0,0.0,False
27,0.1,0.6691588785046729,0.2857142857142857,0.16666666666666666,1.0,1.0,True
27,0.15,0.622093023255814,0.2857142857142857,0.16666666666666666,1.0,1.0,False
27,0.2,0.4731182795698925,0.2857142857142857,0.16666666666666666,1.0,1.0,False
27,0.25,0.37751004016064255,0.2857142857142857,0.16666666666666666,1.0,1.0,False
27,0.3,0.24324324324324326,0.2857142857142857,0.16666666666666666,1.0,1.0,False
27,0.35,0.1477832512315271,0.2857142857142857,0.16666666666666666,1.0,1.0,False
27,0.38,0.09326424870466321,0.2857142857142857,0.16666666666666666,1.0,1.0,False
27,0.4,0.07329842931937172,0.2857142857142857,0.16666666666666666,1.0,1.0,False
27,0.45,0.02185792349726776,0.3333333333333333,0.2,1.0,0.8,False
27,0.5,0.0,0.0,0.0,0.0,0.0,False
27,0.6,0.0,0.0,0.0,0.0,0.0,False
27,0.7,0.0,0.0,0.0,0.0,0.0,False
27,0.8,0.0,0.0,0.0,0.0,0.0,False
27,0.9,0.0,0.0,0.0,0.0,0.0,False
28,0.1,0.6691588785046729,0.2857142857142857,0.16666666666666666,1.0,1.0,True
28,0.15,0.622093023255814,0.2857142857142857,0.16666666666666666,1.0,1.0,False
28,0.2,0.4731182795698925,0.2857142857142857,0.16666666666666666,1.0,1.0,False
28,0.25,0.37751004016064255,0.2857142857142857,0.16666666666666666,1.0,1.0,False
28,0.3,0.24324324324324326,0.2857142857142857,0.16666666666666666,1.0,1.0,False
28,0.35,0.1477832512315271,0.2857142857142857,0.16666666666666666,1.0,1.0,False
28,0.38,0.09326424870466321,0.2857142857142857,0.16666666666666666,1.0,1.0,False
28,0.4,0.07329842931937172,0.2857142857142857,0.16666666666666666,1.0,1.0,False
28,0.45,0.02185792349726776,0.3333333333333333,0.2,1.0,0.8,False
28,0.5,0.0,0.0,0.0,0.0,0.0,False
28,0.6,0.0,0.0,0.0,0.0,0.0,False
28,0.7,0.0,0.0,0.0,0.0,0.0,False
