horizon,fold_id,f1,precision,recall,fpr,roc_auc,pr_auc,tp,fp,tn,fn
2,0,0.0,0.0,0.0,0.0,0.68,0.7518939393939393,0,0,10,10
2,1,0.0,0.0,0.0,0.0,0.006993006993006989,0.300205515597132,0,0,13,11
2,2,0.0,0.0,0.0,0.0,0.40740740740740744,0.33164983164983164,0,0,9,3
2,3,0.0,0.0,0.0,0.0,1.0,1.0,0,0,5,1
2,4,0.0,0.0,0.0,0.0,0.5,0.16666666666666666,0,0,5,1
2,5,0.0,0.0,0.0,0.0,1.0,1.0,0,0,5,4
2,6,0.0,0.0,0.0,0.2,0.0,0.3179563492063492,0,1,4,4
2,7,0.0,0.0,0.0,0.0,0.8666666666666667,0.8055555555555556,0,0,5,3
2,8,0.0,0.0,0.0,0.0,1.0,0.9999999999999998,0,0,7,7
2,9,0.0,0.0,0.0,0.0,0.8,0.7861904761904761,0,0,5,5
2,10,0.5,1.0,0.3333333333333333,0.0,0.49999999999999994,0.5119047619047619,1,0,9,2
2,11,0.0,0.0,0.0,0.0,1.0,1.0,0,0,5,4
2,12,0.3333333333333333,1.0,0.2,0.0,1.0,0.9999999999999999,2,0,10,8
2,13,1.0,1.0,1.0,0.0,1.0,1.0,1,0,5,0
2,14,0.0,0.0,0.0,0.0,1.0,1.0,0,0,8,8
2,15,0.0,0.0,0.0,0.0,1.0,1.0,0,0,12,12
2,16,0.0,0.0,0.0,0.0,1.0,1.0,0,0,33,33
2,17,1.0,1.0,1.0,0.0,1.0,1.0,6,0,6,0
2,18,0.9230769230769231,0.8571428571428571,1.0,0.125,0.9583333333333334,0.9484126984126984,6,1,7,0
2,19,0.0,0.0,0.0,0.0,0.7407407407407407,0.625,0,0,9,3
2,20,1.0,1.0,1.0,0.0,1.0,1.0,1,0,5,0
2,21,0.0,0.0,0.0,0.0,1.0,1.0,0,0,5,1
2,22,0.0,0.0,0.0,0.0,1.0,1.0,0,0,5,1
2,23,1.0,1.0,1.0,0.0,1.0,1.0,1,0,5,0
2,24,1.0,1.0,1.0,0.0,1.0,1.0,1,0,5,0
2,25,1.0,1.0,1.0,0.0,1.0,1.0,1,0,5,0
2,26,0.0,0.0,0.0,0.0,1.0,1.0,0,0,5,1
2,27,0.0,0.0,0.0,0.0,1.0,1.0,0,0,5,1
2,28,0.0,0.0,0.0,0.0,,,0,0,6,0
2,29,1.0,1.0,1.0,0.0,1.0,1.0,1,0,5,0
2,30,0.0,0.0,0.0,0.0,1.0,1.0,0,0,5,2
2,31,1.0,1.0,1.0,0.0,1.0,1.0,1,0,5,0
2,32,1.0,1.0,1.0,0.0,1.0,1.0,1,0,5,0
2,33,0.0,0.0,0.0,0.0,1.0,1.0,0,0,5,1
2,34,0.0,0.0,0.0,0.0,1.0,1.0,0,0,5,1
2,35,1.0,1.0,1.0,0.0,1.0,1.0,1,0,5,0
2,36,0.0,0.0,0.0,0.0,1.0,1.0,0,0,5,1
