window_start_utc,raw_deviation_score,normalized_deviation_score,chunk_id,dev_median,dev_scale
2018-02-14 12:29:00+00:00,2.1025166511535645,0.27140435576438904,1,1.06141996383667,0.26084190607070923
2018-02-14 12:30:00+00:00,1.5371487140655518,-0.4998394846916199,1,1.06141996383667,0.26084190607070923
2018-02-14 12:31:00+00:00,1.8386199474334717,-0.06939809024333954,1,1.06141996383667,0.26084190607070923
2018-02-14 12:32:00+00:00,1.3565183877944946,-0.7829825282096863,1,1.06141996383667,0.26084190607070923
2018-02-14 12:33:00+00:00,1.7142951488494873,-0.24109496176242828,1,1.06141996383667,0.26084190607070923
2018-02-14 12:34:00+00:00,1.1290535926818848,-1.1721367835998535,1,1.06141996383667,0.26084190607070923
2018-02-14 12:35:00+00:00,1.8785083293914795,-0.015901463106274605,1,1.06141996383667,0.26084190607070923
2018-02-14 12:36:00+00:00,1.4305298328399658,-0.6644281148910522,1,1.06141996383667,0.26084190607070923
2018-02-14 12:37:00+00:00,1.5380878448486328,-0.4984206557273865,1,1.06141996383667,0.26084190607070923
2018-02-14 12:38:00+00:00,1.0526989698410034,-1.3121529817581177,1,1.06141996383667,0.26084190607070923
2018-02-14 12:39:00+00:00,2.5955452919006348,0.8368121385574341,1,1.06141996383667,0.26084190607070923
2018-02-14 12:40:00+00:00,1.0794761180877686,-1.2624658346176147,1,1.06141996383667,0.26084190607070923
2018-02-14 12:41:00+00:00,1.4390828609466553,-0.6509609818458557,1,1.06141996383667,0.26084190607070923
2018-02-14 12:42:00+00:00,1.2642079591751099,-0.9361798167228699,1,1.06141996383667,0.26084190607070923
2018-02-14 12:43:00+00:00,1.2822657823562622,-0.9057257771492004,1,1.06141996383667,0.26084190607070923
2018-02-14 12:44:00+00:00,1.9941552877426147,0.13510942459106445,1,1.06141996383667,0.26084190607070923
2018-02-14 12:45:00+00:00,1.1723506450653076,-1.0949549674987793,1,1.06141996383667,0.26084190607070923
2018-02-14 12:46:00+00:00,1.3409709930419922,-0.8083600401878357,1,1.06141996383667,0.26084190607070923
2018-02-14 12:47:00+00:00,1.4452329874038696,-0.6413062214851379,1,1.06141996383667,0.26084190607070923
2018-02-14 12:48:00+00:00,1.7564697265625,-0.1819843351840973,1,1.06141996383667,0.26084190607070923
2018-02-14 12:49:00+00:00,1.3540018796920776,-0.7870790362358093,1,1.06141996383667,0.26084190607070923
2018-02-14 12:50:00+00:00,1.2468507289886475,-0.965682327747345,1,1.06141996383667,0.26084190607070923
2018-02-14 12:51:00+00:00,1.1541252136230469,-1.1272547245025635,1,1.06141996383667,0.26084190607070923
2018-02-14 12:52:00+00:00,1.5268545150756836,-0.5154260396957397,1,1.06141996383667,0.26084190607070923
2018-02-14 12:53:00+00:00,1.2018156051635742,-1.0433049201965332,1,1.06141996383667,0.26084190607070923
2018-02-14 12:54:00+00:00,1.3186395168304443,-0.8451071977615356,1,1.06141996383667,0.26084190607070923
2018-02-14 12:55:00+00:00,1.2294033765792847,-0.9955685138702393,1,1.06141996383667,0.26084190607070923
2018-02-14 12:56:00+00:00,1.4216434955596924,-0.6784704327583313,1,1.06141996383667,0.26084190607070923
2018-02-14 12:57:00+00:00,1.219238519668579,-1.0130881071090698,1,1.06141996383667,0.26084190607070923
2018-02-14 12:58:00+00:00,1.3228466510772705,-0.8381571173667908,1,1.06141996383667,0.26084190607070923
2018-02-14 12:59:00+00:00,1.6737580299377441,-0.29878243803977966,1,1.06141996383667,0.26084190607070923
2018-02-21 01:55:00+00:00,16.1787052154541,6.832685470581055,1,1.06141996383667,0.26084190607070923
2018-02-21 01:56:00+00:00,10.24891471862793,5.209483623504639,1,1.06141996383667,0.26084190607070923
2018-02-21 01:57:00+00:00,16.61771011352539,6.9294257164001465,1,1.06141996383667,0.26084190607070923
2018-02-21 01:58:00+00:00,97.10918426513672,13.512633323669434,1,1.06141996383667,0.26084190607070923
2018-02-21 01:59:00+00:00,13.192239761352539,6.100535869598389,1,1.06141996383667,0.26084190607070923
2018-02-21 02:00:00+00:00,15.984135627746582,6.789015293121338,1,1.06141996383667,0.26084190607070923
