horizon,fold_id,f1,precision,recall,fpr,roc_auc,pr_auc,tp,fp,tn,fn
5,0,0.0,0.0,0.0,0.0,0.05,0.36382266941864466,0,0,10,10
5,1,0.0,0.0,0.0,0.0,0.25,0.5,0,0,12,12
5,2,0.0,0.0,0.0,0.0,0.20833333333333331,0.4202020202020202,0,0,6,6
5,3,0.0,0.0,0.0,0.0,0.19999999999999996,0.2,0,0,5,1
5,4,0.0,0.0,0.0,0.0,0.8,0.5,0,0,5,1
5,5,0.0,0.0,0.0,0.0,0.0,0.3179563492063492,0,0,5,4
5,6,0.0,0.0,0.0,0.0,0.14999999999999997,0.35158730158730156,0,0,5,4
5,7,0.0,0.0,0.0,0.0,0.7333333333333333,0.5888888888888888,0,0,5,3
5,8,0.0,0.0,0.0,0.0,0.0,0.3412948162948163,0,0,7,7
5,9,0.0,0.0,0.0,0.0,0.43999999999999995,0.49777777777777776,0,0,5,5
5,10,0.2857142857142857,1.0,0.16666666666666666,0.0,0.4722222222222222,0.5806878306878307,1,0,6,5
5,11,0.0,0.0,0.0,0.0,1.0,1.0,0,0,5,4
5,12,0.0,0.0,0.0,0.0,1.0,0.9999999999999999,0,0,10,10
5,13,0.0,0.0,0.0,0.0,1.0,1.0,0,0,5,1
5,14,0.0,0.0,0.0,0.0,1.0,1.0,0,0,8,8
5,15,1.0,1.0,1.0,0.0,1.0,1.0,12,0,12,0
5,16,0.0,0.0,0.0,0.0,1.0,1.0,0,0,33,33
5,17,0.0,0.0,0.0,0.0,1.0,1.0,0,0,6,6
5,18,0.0,0.0,0.0,0.0,0.0,0.3412948162948163,0,0,7,7
5,19,0.0,0.0,0.0,0.0,0.888888888888889,0.9333333333333333,0,0,6,6
5,20,0.0,0.0,0.0,0.0,1.0,1.0,0,0,5,1
5,21,0.0,0.0,0.0,0.0,1.0,1.0,0,0,5,1
5,22,1.0,1.0,1.0,0.0,1.0,1.0,1,0,5,0
5,23,1.0,1.0,1.0,0.0,1.0,1.0,1,0,5,0
5,24,0.0,0.0,0.0,0.0,0.6,0.3333333333333333,0,0,5,1
5,25,1.0,1.0,1.0,0.0,1.0,1.0,1,0,5,0
5,26,0.0,0.0,0.0,0.0,1.0,1.0,0,0,5,1
5,27,1.0,1.0,1.0,0.0,1.0,1.0,1,0,5,0
5,28,0.0,0.0,0.0,0.16666666666666666,,,0,1,5,0
5,29,0.0,0.0,0.0,0.0,1.0,1.0,0,0,5,1
5,30,1.0,1.0,1.0,0.0,1.0,1.0,2,0,5,0
5,31,1.0,1.0,1.0,0.0,1.0,1.0,1,0,5,0
5,32,1.0,1.0,1.0,0.0,1.0,1.0,1,0,5,0
5,33,0.0,0.0,0.0,0.0,1.0,1.0,0,0,5,1
5,34,1.0,1.0,1.0,0.0,1.0,1.0,1,0,5,0
5,35,1.0,1.0,1.0,0.0,1.0,1.0,1,0,5,0
5,36,0.0,0.0,0.0,0.0,1.0,1.0,0,0,5,1
