window_start_utc,deviation_score,fold_count,folds
2018-02-14 01:44:00+00:00,67.65877532958984,1,[15]
2018-02-14 01:45:00+00:00,67.68373107910156,1,[15]
2018-02-14 01:46:00+00:00,67.08415985107422,2,"[12, 15]"
2018-02-14 01:47:00+00:00,68.01529693603516,2,"[12, 15]"
2018-02-14 01:48:00+00:00,66.92124430338542,3,"[12, 14, 15]"
2018-02-14 01:49:00+00:00,67.40843454996745,3,"[12, 14, 15]"
2018-02-14 01:50:00+00:00,66.97898483276367,4,"[10, 12, 14, 15]"
2018-02-14 01:51:00+00:00,67.51561482747395,6,"[10, 11, 12, 13, 14, 15]"
2018-02-14 01:52:00+00:00,67.27169291178386,6,"[10, 11, 12, 13, 14, 15]"
2018-02-14 01:53:00+00:00,67.34485499064128,6,"[10, 11, 12, 13, 14, 15]"
2018-02-14 01:54:00+00:00,66.81439844767253,6,"[10, 11, 12, 13, 14, 15]"
2018-02-14 01:55:00+00:00,67.49076516287667,7,"[10, 11, 12, 13, 14, 15, 16]"
2018-02-14 01:56:00+00:00,66.3492202758789,1,[10]
2018-02-14 01:57:00+00:00,66.46569061279297,1,[10]
2018-02-14 01:58:00+00:00,66.54525756835938,1,[10]
2018-02-14 01:59:00+00:00,66.12613677978516,1,[10]
2018-02-14 02:00:00+00:00,66.45500183105469,1,[10]
2018-02-14 02:02:00+00:00,70.96804809570312,1,[10]
2018-02-14 02:04:00+00:00,71.10997772216797,1,[11]
2018-02-14 02:05:00+00:00,71.1512680053711,1,[11]
2018-02-14 02:06:00+00:00,71.22606658935547,1,[11]
2018-02-14 02:07:00+00:00,71.19053649902344,1,[11]
2018-02-14 02:09:00+00:00,71.72124481201172,1,[12]
2018-02-14 02:10:00+00:00,72.10953521728516,1,[12]
2018-02-14 02:11:00+00:00,71.740234375,1,[12]
2018-02-14 02:12:00+00:00,71.85811614990234,1,[12]
2018-02-14 02:13:00+00:00,74.7139663696289,1,[12]
2018-02-14 02:14:00+00:00,71.62407684326172,1,[12]
2018-02-14 02:15:00+00:00,71.59895324707031,1,[12]
2018-02-14 02:16:00+00:00,72.0530776977539,1,[12]
2018-02-14 02:17:00+00:00,71.64952087402344,1,[12]
2018-02-14 02:18:00+00:00,71.74980163574219,1,[12]
2018-02-14 02:20:00+00:00,71.33731842041016,1,[13]
2018-02-14 02:22:00+00:00,71.75684356689453,1,[14]
2018-02-14 02:23:00+00:00,71.66769409179688,1,[14]
2018-02-14 02:24:00+00:00,71.79846954345703,1,[14]
2018-02-14 02:25:00+00:00,71.94337463378906,1,[14]
2018-02-14 02:26:00+00:00,71.69064331054688,1,[14]
2018-02-14 02:27:00+00:00,71.91728973388672,1,[14]
2018-02-14 02:28:00+00:00,71.69374084472656,1,[14]
2018-02-14 02:29:00+00:00,71.8231430053711,1,[14]
2018-02-14 02:31:00+00:00,72.61812591552734,1,[15]
2018-02-14 02:32:00+00:00,72.35301208496094,1,[15]
2018-02-14 02:33:00+00:00,72.58331298828125,1,[15]
2018-02-14 02:34:00+00:00,72.49542999267578,1,[15]
2018-02-14 02:35:00+00:00,72.46251678466797,1,[15]
2018-02-14 02:36:00+00:00,72.47886657714844,1,[15]
2018-02-14 02:37:00+00:00,72.61644744873047,1,[15]
2018-02-14 02:38:00+00:00,72.47722625732422,1,[15]
2018-02-14 02:39:00+00:00,72.92557525634766,1,[15]
2018-02-14 02:40:00+00:00,72.45808410644531,1,[15]
2018-02-14 02:41:00+00:00,72.530517578125,1,[15]
2018-02-14 02:42:00+00:00,72.70049285888672,1,[15]
2018-02-14 02:44:00+00:00,74.43255615234375,1,[16]
2018-02-14 02:45:00+00:00,74.21873474121094,1,[16]
2018-02-14 02:46:00+00:00,74.39124298095703,1,[16]
2018-02-14 02:47:00+00:00,74.64567565917969,1,[16]
2018-02-14 02:48:00+00:00,74.50462341308594,1,[16]
2018-02-14 02:49:00+00:00,74.4457778930664,1,[16]
2018-02-14 02:50:00+00:00,74.66023254394531,1,[16]
2018-02-14 02:51:00+00:00,74.49597930908203,1,[16]
2018-02-14 02:52:00+00:00,74.43321228027344,1,[16]
2018-02-14 02:53:00+00:00,74.52865600585938,1,[16]
2018-02-14 02:54:00+00:00,74.38111114501953,1,[16]
2018-02-14 02:55:00+00:00,74.73277282714844,1,[16]
2018-02-14 02:56:00+00:00,74.44810485839844,1,[16]
2018-02-14 02:57:00+00:00,74.38656616210938,1,[16]
2018-02-14 02:58:00+00:00,74.68937683105469,1,[16]
2018-02-14 02:59:00+00:00,74.37532806396484,1,[16]
2018-02-14 03:00:00+00:00,74.44754791259766,1,[16]
2018-02-14 03:01:00+00:00,74.62203216552734,1,[16]
2018-02-14 03:02:00+00:00,74.68907165527344,1,[16]
2018-02-14 03:03:00+00:00,74.8072738647461,1,[16]
2018-02-14 03:04:00+00:00,74.56362915039062,1,[16]
2018-02-14 03:05:00+00:00,74.13805389404297,1,[16]
2018-02-14 03:06:00+00:00,74.53871154785156,1,[16]
2018-02-14 03:07:00+00:00,74.4877700805664,1,[16]
2018-02-14 03:08:00+00:00,74.56029510498047,1,[16]
2018-02-14 03:09:00+00:00,74.59394073486328,1,[16]
2018-02-14 03:10:00+00:00,74.44943237304688,1,[16]
2018-02-14 03:11:00+00:00,74.6047592163086,1,[16]
2018-02-14 03:12:00+00:00,74.60637664794922,1,[16]
2018-02-14 03:13:00+00:00,74.49336242675781,1,[16]
2018-02-14 03:14:00+00:00,74.64091491699219,1,[16]
2018-02-14 03:15:00+00:00,74.64845275878906,1,[16]
2018-02-14 03:16:00+00:00,74.78315734863281,1,[16]
2018-02-14 03:18:00+00:00,71.3051986694336,1,[17]
2018-02-14 03:19:00+00:00,71.1697006225586,1,[17]
2018-02-14 03:20:00+00:00,71.26079559326172,1,[17]
2018-02-14 03:21:00+00:00,71.55442810058594,1,[17]
2018-02-14 03:22:00+00:00,71.20855712890625,1,[17]
2018-02-14 03:23:00+00:00,71.55635070800781,1,[17]
2018-02-14 03:25:00+00:00,71.21299743652344,1,[18]
2018-02-14 03:26:00+00:00,71.09514617919922,1,[18]
2018-02-14 03:27:00+00:00,70.93717193603516,1,[18]
2018-02-14 03:28:00+00:00,71.20538330078125,1,[18]
2018-02-14 03:29:00+00:00,71.3442153930664,1,[18]
2018-02-14 03:30:00+00:00,71.18301391601562,1,[18]
2018-02-14 03:31:00+00:00,71.2576904296875,1,[18]
2018-02-14 03:33:00+00:00,68.44955444335938,3,"[16, 17, 18]"
2018-02-14 03:34:00+00:00,67.66916910807292,3,"[16, 17, 18]"
2018-02-14 03:35:00+00:00,70.56261952718098,3,"[16, 17, 18]"
2018-02-14 03:36:00+00:00,67.7248764038086,3,"[16, 17, 18]"
2018-02-14 03:37:00+00:00,67.60956573486328,3,"[16, 17, 18]"
2018-02-14 03:38:00+00:00,67.53697713216145,3,"[16, 17, 18]"
2018-02-14 03:39:00+00:00,73.93966293334961,2,"[16, 18]"
2018-02-14 03:40:00+00:00,69.88774871826172,1,[16]
2018-02-14 03:41:00+00:00,70.20436096191406,1,[16]
2018-02-14 03:42:00+00:00,69.59131622314453,1,[16]
2018-02-14 03:43:00+00:00,75.23197937011719,1,[16]
2018-02-14 03:44:00+00:00,70.04589080810547,1,[16]
2018-02-14 03:45:00+00:00,72.68572235107422,1,[16]
2018-02-14 03:46:00+00:00,70.15428924560547,1,[16]
2018-02-14 03:47:00+00:00,69.38093566894531,1,[16]
2018-02-14 03:48:00+00:00,70.2259750366211,1,[16]
2018-02-14 03:49:00+00:00,69.4742202758789,1,[16]
2018-02-14 03:50:00+00:00,70.0626449584961,1,[16]
2018-02-14 03:51:00+00:00,69.6399917602539,1,[16]
2018-02-14 03:52:00+00:00,69.24769592285156,1,[16]
2018-02-14 03:53:00+00:00,70.49292755126953,1,[16]
2018-02-14 03:54:00+00:00,69.6858901977539,1,[16]
2018-02-14 03:55:00+00:00,69.57698059082031,1,[16]
2018-02-14 03:56:00+00:00,69.23480224609375,1,[16]
2018-02-14 03:57:00+00:00,69.3977279663086,1,[16]
2018-02-14 03:58:00+00:00,69.50762176513672,1,[16]
2018-02-14 03:59:00+00:00,69.51234436035156,1,[16]
2018-02-14 04:00:00+00:00,69.55975341796875,1,[16]
2018-02-14 04:01:00+00:00,69.65576934814453,1,[16]
2018-02-14 04:02:00+00:00,70.73179626464844,1,[16]
2018-02-14 04:03:00+00:00,69.56047821044922,1,[16]
2018-02-14 04:04:00+00:00,70.14785766601562,1,[16]
2018-02-21 09:57:00+00:00,16.264976501464844,1,[19]
2018-02-21 09:58:00+00:00,14.571708891126844,18,"[19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36]"
2018-02-21 09:59:00+00:00,16.0139676200019,18,"[19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36]"
2018-02-21 10:00:00+00:00,14.532537460327148,18,"[19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36]"
2018-02-21 10:01:00+00:00,16.14542865753174,18,"[19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36]"
2018-02-21 10:02:00+00:00,16.128710110982258,18,"[19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36]"
2018-02-21 10:03:00+00:00,14.162308692932129,1,[19]
2018-02-21 10:04:00+00:00,62.36882400512695,1,[19]
2018-02-21 10:05:00+00:00,16.67292594909668,1,[19]
2018-02-21 10:06:00+00:00,16.46634292602539,1,[19]
2018-02-21 10:07:00+00:00,17.281097412109375,1,[19]
2018-02-21 10:08:00+00:00,20589.017578125,1,[19]
2018-02-21 10:10:00+00:00,12710.6328125,1,[20]
2018-02-21 10:12:00+00:00,13104.736328125,1,[29]
2018-02-21 10:14:00+00:00,10572.44921875,1,[30]
2018-02-21 10:15:00+00:00,9242.228515625,1,[30]
2018-02-21 10:17:00+00:00,10613.5224609375,1,[31]
2018-02-21 10:19:00+00:00,11888.82421875,1,[32]
2018-02-21 10:21:00+00:00,12438.962890625,1,[33]
2018-02-21 10:23:00+00:00,12366.7412109375,1,[34]
2018-02-21 10:25:00+00:00,13172.197265625,1,[35]
2018-02-21 10:27:00+00:00,12678.169921875,1,[36]
2018-02-21 10:29:00+00:00,12832.34375,1,[21]
2018-02-21 10:31:00+00:00,12912.6767578125,1,[22]
2018-02-21 10:33:00+00:00,12438.5859375,1,[23]
2018-02-21 10:35:00+00:00,12056.130859375,1,[24]
2018-02-21 10:37:00+00:00,11469.259765625,1,[25]
2018-02-21 10:39:00+00:00,11308.2236328125,1,[26]
